VARIANT_ID,PRODUCT_LINK,PRODUCT_IMAGE_LINK,MODEL_IMAGE_LINK,PRODUCT_DESC_SE,PRODUCT_DESC_EN
30062155137,lindex.com/p/3006215-5137/,https://i8.amplience.net/i/Lindex/3006215_5137_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006215_5137_PS_MF/?h=300,"Midikjol i bomull med resårmidja, sidofickor och knäppning fram.","Cotton midi skirt with elastic waist, side pockets and buttoning to front."
30078030791,lindex.com/p/3007803-791/,https://i8.amplience.net/i/Lindex/3007803_791_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007803_791_PS_MF/?h=300,Linne i denim med smala axelband och avslappnad passform.,Denim camisole with slim shoulder straps and a relaxed fit.
86011190080,lindex.com/p/8601119-80/,https://i8.amplience.net/i/Lindex/8601119_80_PS_F/?h=300,,Med en extra axelrem kan du ge din väska ett nytt utseende och matcha olika outfits och tillfällen.,With an extra shoulder strap you can give your bag a new look and match your different outfits and occasions.
30017603564,lindex.com/p/3001760-3564/,https://i8.amplience.net/i/Lindex/3001760_3564_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001760_3564_PS_MF/?h=300,"Mjuk, stickad tröja med krage, knappslå och ribbade muddar i ärmsluten.","Soft, knitted jumper with collar,  button placket and ribbed cuffs."
87549760080,lindex.com/p/8754976-80/,https://i8.amplience.net/i/Lindex/8754976_80_PS_F/?h=300,,Scrunchie med en vid resår.,Scrunchie with wide elastic.
30058310822,lindex.com/p/3005831-822/,https://i8.amplience.net/i/Lindex/3005831_822_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005831_822_PS_MF/?h=300,Miniklänning i denim med korta ärmar och knappstängning.,Mini dress in denim with short sleeves and button closure.
30015109615,lindex.com/p/3001510-9615/,https://i8.amplience.net/i/Lindex/3001510_9615_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001510_9615_PS_MF/?h=300,"Mjuk bomullsbyxa i vävt material med normalhög midja, raka ben och praktiska stora fickor.","Soft woven cotton trousers with a regular waist, straight legs and practical large pockets."
30066277780,lindex.com/p/3006627-7780/,https://i8.amplience.net/i/Lindex/3006627_7780_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006627_7780_PS_MF/?h=300,Mönsterstickad maxiklänning med v-ringning.,Pattern knitted maxi dress with v-neck.
30046880070,lindex.com/p/3004688-70/,https://i8.amplience.net/i/Lindex/3004688_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004688_70_PS_MF/?h=300,Kortärmad t-shirt i en något kraftigare bomullstrikå med avslappnad passform och rund halsringning.,Short-sleeved t-shirt in a slightly heavier cotton jersey with a relaxed fit and round neckline.
79329801418,lindex.com/p/7932980-1418/,https://i8.amplience.net/i/Lindex/7932980_1418_PS_F/?h=300,,Finstickad topp med rund halsringning och korta ärmar.,Fine-knitted top with round neckline and short sleeves.
84882530080,lindex.com/p/8488253-80/,https://i8.amplience.net/i/Lindex/8488253_80_PS_F/?h=300,,"Ha den på ryggen eller bär den i handtaget på ovansidan. Det här en väska som är perfekt för förvaring av både din bärbara dator och vardagens andra nödvändigheter, oavsett hur du bär den. Gjord i stadig läderimitation.","Carry it on your back or in the top handle. No matter how you do it, this is a bag perfect for storing both your laptop and other daily necessities. Made from sturdy imitation leather."
30009200080,lindex.com/p/3000920-80/,https://i8.amplience.net/i/Lindex/3000920_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000920_80_PS_MF/?h=300,Plisserad kjol med cargofickor på sidorna.,Pleated skirt with cargo pockets on the sides.
30000451230,lindex.com/p/3000045-1230/,https://i8.amplience.net/i/Lindex/3000045_1230_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000045_1230_PS_MF/?h=300,"Topp med textur och kort ärm, rynkdetaljer på axeln, rak passform och hög halsringning.","Textured top with short sleeves, gathering at the shoulders, a straight fit and a high neckline."
84532760080,lindex.com/p/8453276-80/,https://i8.amplience.net/i/Lindex/8453276_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8453276_80_PS_MF/?h=300,En mjuk och bekväm t-shirt med korta ärmar och rund halsringning. Tillverkad i mjuk och stretchig ekologisk bomullsblandning för den växande magen.,A soft and comfy t-shirt with short sleeves and round neckline. Made in soft and stretchy organic cotton blend for the growing belly.
30068387033,lindex.com/p/3006838-7033/,https://i8.amplience.net/i/Lindex/3006838_7033_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006838_7033_PS_MF/?h=300,"Vävd midiklänning med avslappnad passform, korta puffärmar och vid halsringning.","Woven maxi dress with a relaxed fit, featuring short puff sleeves and a wide neckline."
30041356419,lindex.com/p/3004135-6419/,https://i8.amplience.net/i/Lindex/3004135_6419_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004135_6419_PS_MF/?h=300,Vävd blus med avslappnad passform och V-ringning.,Woven blouse with relaxed fit and V-neck.
79435670300,lindex.com/p/7943567-300/,https://i8.amplience.net/i/Lindex/7943567_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/7943567_300_PS_MF/?h=300,"Stilren, finstickad cardigan med guldfärgade knappar. Ett stilsäkert och klassiskt plagg att addera till din outfit. 

Materialet är tillverkat i 77 % eko-viskos av EcoVero™, ett mer hållbart alternativ till vanlig viskos.

Välj 2 märkta Holly & Whyte-plagg för 499,00 SEK.","Sleek, fine-knit cardigan with gold coloured buttons. A stylish and classic addition to any outfit. 

The fabric is made from 77% eco-responsible viscose by EcoVero™, a more sustainable option compared to conventional viscose.

Mix 2 marked Holly & Whyte items for 49,99 € / 39,99  GBP / 199,00 PLN."
30016529804,lindex.com/p/3001652-9804/,https://i8.amplience.net/i/Lindex/3001652_9804_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001652_9804_PS_MF/?h=300,"Mjuk cardigan med avslappnad passform, ribbad krage och tryckknappsstängning framtill.","Soft cardigan with a relaxed fit, a ribbed collar and push button closure down the front."
30063222521,lindex.com/p/3006322-2521/,https://i8.amplience.net/i/Lindex/3006322_2521_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006322_2521_PS_MF/?h=300,Kortärmad cardigan med knappstängning.,Short-sleeved cardigan with button closure.
30010411480,lindex.com/p/3001041-1480/,https://i8.amplience.net/i/Lindex/3001041_1480_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001041_1480_PS_MF/?h=300,"Linne i ribbad, stretchig bomull med en figurnära passform.","Tank top in ribbed, stretchy cotton with a figure fit."
30053352521,lindex.com/p/3005335-2521/,https://i8.amplience.net/i/Lindex/3005335_2521_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005335_2521_PS_MF/?h=300,Mjuk blus i ett böljande material med en liten krage med volang.,"Soft blouse in a flowy material with a small, frill collar."
30070529744,lindex.com/p/3007052-9744/,https://i8.amplience.net/i/Lindex/3007052_9744_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007052_9744_PS_MF/?h=300,Ärmlös midiklänning med ribbad design och figurnära passform.,Sleeveless midi dress with ribbed design and figure fit.
84462570766,lindex.com/p/8446257-766/,https://i8.amplience.net/i/Lindex/8446257_766_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8446257_766_PS_MF/?h=300,Bekväma mammajeans i vår populära passform Nea. Jeansen har en mjuk trikåpanel för den växande magen.,A comfy pair of mom jeans in our popular jeans fit Nea. Comes with a soft jersey panel designed for the growing tummy.
30011707862,lindex.com/p/3001170-7862/,https://i8.amplience.net/i/Lindex/3001170_7862_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001170_7862_PS_MF/?h=300,Jeansshorts med en 5-ficksdesign och råa kanter.,Denim shorts with a 5-pocket design and raw edges.
30074150790,lindex.com/p/3007415-790/,https://i8.amplience.net/i/Lindex/3007415_790_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007415_790_PS_MF/?h=300,Denimskjorta med volangdetalj runt kragen och framtill.,Denim shirt with frill detail round the collar and at the front.
30062387862,lindex.com/p/3006238-7862/,https://i8.amplience.net/i/Lindex/3006238_7862_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006238_7862_PS_MF/?h=300,Kortärmad blus med omlottdesign och knytband framtill.,Short-sleeved blouse with wrap design and tie bands at the front.
30067620822,lindex.com/p/3006762-822/,https://i8.amplience.net/i/Lindex/3006762_822_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006762_822_PS_MF/?h=300,Oversized denimskjorta med korta ärmar och rundad nederkant.,Oversized denim shirt with short sleeves and rounded bottom hem.
30045902118,lindex.com/p/3004590-2118/,https://i8.amplience.net/i/Lindex/3004590_2118_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004590_2118_PS_MF/?h=300,Linne i mjuk och stretchig bomull med figurnära passform.,Tank top in soft and stretchy cotton with figure fit.
30061150150,lindex.com/p/3006115-150/,https://i8.amplience.net/i/Lindex/3006115_150_PS_F/?h=300,,Stilsäkra solglasögon med tonade glas.,Stylish sunglasses with tinted lenses.
30057840300,lindex.com/p/3005784-300/,https://i8.amplience.net/i/Lindex/3005784_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005784_300_PS_MF/?h=300,Midikjol i bomull med vid silhuett.,Midi skirt in cotton with a wide silhuette.
30016860070,lindex.com/p/3001686-70/,https://i8.amplience.net/i/Lindex/3001686_70_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001686_70_PS_MF/?h=300,Bastopp i mjuk och stretchig bomull med långa ärmar och rund halsringning.,Basic top in soft and stretchy cotton with long sleeves and round neckline.
30071230020,lindex.com/p/3007123-20/,https://i8.amplience.net/i/Lindex/3007123_20_PS_F/?h=300,,Stilsäkert halsband med ett hänge med stenar.,Stylish necklace with a pendant with stones.
30021473378,lindex.com/p/3002147-3378/,https://i8.amplience.net/i/Lindex/3002147_3378_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002147_3378_PS_MF/?h=300,Mjuk och skön stickad cardigan med öppen front och långa ärmar.,Soft and cosy knitted cardigan with open front and long sleeves.
30043516703,lindex.com/p/3004351-6703/,https://i8.amplience.net/i/Lindex/3004351_6703_PS_F/?h=300,,"Mysig ribbstickad mössa med bred, uppvikt kant.","Cosy rib-knitted beanie with a wide, folded brim."
30035300250,lindex.com/p/3003530-250/,https://i8.amplience.net/i/Lindex/3003530_250_PS_F/?h=300,,Stilrena örhängen med färgade blad.,Sleek earrings with coloured petals.
30057971349,lindex.com/p/3005797-1349/,https://i8.amplience.net/i/Lindex/3005797_1349_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005797_1349_PS_MF/?h=300,"Blus med korta ballongärmar, luftig passform och knytband i ryggen.","Blouse with short balloon sleeves, flowy fit and tie band at back."
30052134114,lindex.com/p/3005213-4114/,https://i8.amplience.net/i/Lindex/3005213_4114_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005213_4114_PS_MF/?h=300,Stilsäker midikjol med randigt mönster och smockad midja.,Stylish midi skirt with a striped pattern and a smocked waist.
30071437292,lindex.com/p/3007143-7292/,https://i8.amplience.net/i/Lindex/3007143_7292_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007143_7292_PS_MF/?h=300,Finstickad ärmlös topp.,Fine-knitted sleeveless top.
30013480080,lindex.com/p/3001348-80/,https://i8.amplience.net/i/Lindex/3001348_80_PS_F/?h=300,,Böljande midiklänning med puffärmar och en knappstängning framtill.,Flowy midi dress with puff sleeves and a button closure at the front.
86544020080,lindex.com/p/8654402-80/,https://i8.amplience.net/i/Lindex/8654402_80_PS_F/?h=300,,Stilsäkra örhängen med hjärtformade berlocker.,Stylish earrings with heart shaped pendants.
30031958668,lindex.com/p/3003195-8668/,https://i8.amplience.net/i/Lindex/3003195_8668_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003195_8668_PS_MF/?h=300,Kortärmad topp i slub trikå med avslappnad passform och rund halsringning.,Short sleeve top in slub tricot with a relaxed fit and crew neckline.
85842242033,lindex.com/p/8584224-2033/,https://i8.amplience.net/i/Lindex/8584224_2033_PS_F/?h=300,,"Förpackning med 18 hårsnoddar som varsamt håller håret på plats, oavsett vilken frisyr du vill ha.","A pack of 18 hair elastics that gently keep your hair in place, whatever hairstyle you're going for."
30026581480,lindex.com/p/3002658-1480/,https://i8.amplience.net/i/Lindex/3002658_1480_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002658_1480_PS_MF/?h=300,Ribbstickad tröja i bomullsblandning med rund halsringning.,Rib-knitted jumper in cotton blend with a round neckline.
30043880080,lindex.com/p/3004388-80/,https://i8.amplience.net/i/Lindex/3004388_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004388_80_PS_MF/?h=300,Ribbad topp med korta ärmar och figurnära silhuett.,Ribbed top with short sleeves and a figure-fit silhouette.
30076689612,lindex.com/p/3007668-9612/,https://i8.amplience.net/i/Lindex/3007668_9612_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007668_9612_PS_MF/?h=300,Stilsäker kavaj med klassisk kavajkrage och skräddarsydd passform.,Sleek blazer with a classic lapel collar and a tailored fit.
30030973658,lindex.com/p/3003097-3658/,https://i8.amplience.net/i/Lindex/3003097_3658_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003097_3658_PS_MF/?h=300,"Mjuk, stretchig bomullstopp med rund halsringning, korta ärmar och figurnära passform.","Soft, stretchy cotton top with round neckline, short sleeves and fitted silhouette."
30062490010,lindex.com/p/3006249-10/,https://i8.amplience.net/i/Lindex/3006249_10_PS_F/?h=300,,Stilsäkra små örhängen.,Stylish small hoop earrings.
30073548628,lindex.com/p/3007354-8628/,https://i8.amplience.net/i/Lindex/3007354_8628_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007354_8628_PS_MF/?h=300,"Mjuk, kortärmad tröja med ett heltäckande hålstickat mönster.","Soft, short sleeved jumper with an allover hole-knit pattern."
30033020080,lindex.com/p/3003302-80/,https://i8.amplience.net/i/Lindex/3003302_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003302_80_PS_MF/?h=300,Jerseytopp med rynkade sidsömmar och båthalsringning.,Jersey top with gathered side seams and a boat neckline.
30067485915,lindex.com/p/3006748-5915/,https://i8.amplience.net/i/Lindex/3006748_5915_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006748_5915_PS_MF/?h=300,Blus i bäckebölja med kort ärm och knytband framtill.,Blouse in seersucker with short sleeves and tie bands at the front.
30086630245,lindex.com/p/3008663-245/,https://i8.amplience.net/i/Lindex/3008663_245_PS_F/?h=300,,Mjukt och stretchigt pannband med ribbstickad design.,Soft and stretchy headband with rib-knitted design.
30066720080,lindex.com/p/3006672-80/,https://i8.amplience.net/i/Lindex/3006672_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006672_80_PS_MF/?h=300,Vävd midiklänning i mjuk viskos med avslappnad passform och bred resår i halsöppningen.,Woven midi dress in soft viscose with a relaxed fit and wide elastic at neck opening.
30035850080,lindex.com/p/3003585-80/,https://i8.amplience.net/i/Lindex/3003585_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003585_80_PS_MF/?h=300,Midilång bandeauklänning med paljetter över hela och figurnära silhuett.,Midi-length bandeau dress with allover sequins and a figure fit silhouette.
30013209618,lindex.com/p/3001320-9618/,https://i8.amplience.net/i/Lindex/3001320_9618_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001320_9618_PS_MF/?h=300,Stickad tröja i mjuk ullblandning med avslappnad passform och rund halsringning.,Knitted jumper in soft wool blend with a relaxed fit and a crew neckline.
30049727862,lindex.com/p/3004972-7862/,https://i8.amplience.net/i/Lindex/3004972_7862_PS_F/?h=300,,Jeans i bomullsdenim med megelhög midja och vida ben.,Mid waist jeans in cotton denim with wide legs.
30031420080,lindex.com/p/3003142-80/,https://i8.amplience.net/i/Lindex/3003142_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003142_80_PS_MF/?h=300,Miniklänning i ett glansigt material med korta ärmar och utsvängd kjol.,Mini dress in a shiny material with short sleeves and a flared skirt.
30023570080,lindex.com/p/3002357-80/,https://i8.amplience.net/i/Lindex/3002357_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002357_80_PS_MF/?h=300,Stilren minikjol i mjuk ullblandning med rak passform.,Stylish mini skirt in a soft wool blend with a straight fit.
30056985818,lindex.com/p/3005698-5818/,https://i8.amplience.net/i/Lindex/3005698_5818_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005698_5818_PS_MF/?h=300,Långärmad blus med V-ringning och avslappnad passform.,Long-sleeved blouse with V-neckline and a relaxed fit.
85988780080,lindex.com/p/8598878-80/,https://i8.amplience.net/i/Lindex/8598878_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8598878_80_PS_MF/?h=300,Jeans med hög midja och smala ben i superstretch-material som håller formen.,"High-waist jeans with slim legs in super stretch fabric that keeps its shape, thanks to high recovery."
30045756963,lindex.com/p/3004575-6963/,https://i8.amplience.net/i/Lindex/3004575_6963_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004575_6963_PS_MF/?h=300,Böljande blus med långa ballongärmar och knappstängning framtill.,Flowy blouse with long balloon sleeves and button closure at the front.
30044080766,lindex.com/p/3004408-766/,https://i8.amplience.net/i/Lindex/3004408_766_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004408_766_PS_MF/?h=300,Jeans med hög midja i bomullsdenim med raka ben.,High waist jeans in cotton denim with straight legs.
30052951270,lindex.com/p/3005295-1270/,https://i8.amplience.net/i/Lindex/3005295_1270_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005295_1270_PS_MF/?h=300,Lång omlottkjol i stadig bomullstwill med överlappande front och knappstängning.,Maxi wrap skirt in sturdy cotton twill with overlap front and button closure.
30063775601,lindex.com/p/3006377-5601/,https://i8.amplience.net/i/Lindex/3006377_5601_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006377_5601_PS_MF/?h=300,Maxikjol i krinklad viskos med mjuk resårmidja.,Maxi skirt in crinkled viscose with soft elastic waistband.
30019720080,lindex.com/p/3001972-80/,https://i8.amplience.net/i/Lindex/3001972_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001972_80_PS_MF/?h=300,Snygga vävda byxor med raka och vida ben.,Stylish woven trousers with a straight and wide-leg.
30063908596,lindex.com/p/3006390-8596/,https://i8.amplience.net/i/Lindex/3006390_8596_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006390_8596_PS_MF/?h=300,Kortärmad topp i läderimitation med avslappnad passform och v-ringad hals med krage.,Short sleeved top in imitation leather with a relaxed fit and v-neck with collar.
30011810766,lindex.com/p/3001181-766/,https://i8.amplience.net/i/Lindex/3001181_766_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001181_766_PS_MF/?h=300,Jeans med hög midja i bomullsdenim med lätt stretch och vida ben.,High waist jeans in cotton denim with light stretch and wide legs.
30010410080,lindex.com/p/3001041-80/,https://i8.amplience.net/i/Lindex/3001041_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001041_80_PS_MF/?h=300,"Linne i ribbad, stretchig bomull med en figurnära passform.","Tank top in ribbed, stretchy cotton with a figure fit."
30069370300,lindex.com/p/3006937-300/,https://i8.amplience.net/i/Lindex/3006937_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006937_300_PS_MF/?h=300,"Byxa med hög midja i linneblandning med avsmalnande, croppade ben.","High-waisted trousers in linen blend with tapered, cropped legs."
30031957343,lindex.com/p/3003195-7343/,https://i8.amplience.net/i/Lindex/3003195_7343_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003195_7343_PS_MF/?h=300,Kortärmad topp i slub trikå med avslappnad passform och rund halsringning.,Short sleeve top in slub tricot with a relaxed fit and crew neckline.
30000842150,lindex.com/p/3000084-2150/,https://i8.amplience.net/i/Lindex/3000084_2150_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000084_2150_PS_MF/?h=300,Finstickad cardigan med långa ärmar och en rak passform. Cardigan har guldfärgade knappar ner längs framsidan.,Fine-knit cardigan with long sleeves and a straight fit. The cardigan has gold coloured buttons down the front.
30057009614,lindex.com/p/3005700-9614/,https://i8.amplience.net/i/Lindex/3005700_9614_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005700_9614_PS_MF/?h=300,Stilsäker långärmad blus med knytband framtill.,Stylish long-sleeved blouse with tie bands at the front.
30010412889,lindex.com/p/3001041-2889/,https://i8.amplience.net/i/Lindex/3001041_2889_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001041_2889_PS_MF/?h=300,"Linne i ribbad, stretchig bomull med en figurnära passform.","Tank top in ribbed, stretchy cotton with a figure fit."
30051162023,lindex.com/p/3005116-2023/,https://i8.amplience.net/i/Lindex/3005116_2023_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005116_2023_PS_MF/?h=300,Skjorta i viskos- och linneblandning med avslappnad passform.,Shirt in viscose and linen blend with relaxed fit.
30000836419,lindex.com/p/3000083-6419/,https://i8.amplience.net/i/Lindex/3000083_6419_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000083_6419_PS_MF/?h=300,"Finstickad, stilsäker tröja med långa ärmar.","Fine-knit, stylish jumper with long sleeves."
30038840080,lindex.com/p/3003884-80/,https://i8.amplience.net/i/Lindex/3003884_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003884_80_PS_MF/?h=300,Luftiga och stilsäkra byxor med vida ben och en glansig finish.,Lightweight and stylish trousers with wide legs and a shiny finish.
30045414939,lindex.com/p/3004541-4939/,https://i8.amplience.net/i/Lindex/3004541_4939_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004541_4939_PS_MF/?h=300,Oversized cargojacka i twill med stora fickor och knytband i midjan.,Oversized cargo jacket in twill with large pockets and tie belt to waist.
30072082118,lindex.com/p/3007208-2118/,https://i8.amplience.net/i/Lindex/3007208_2118_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007208_2118_PS_MF/?h=300,Böljande midikjol i mjuk viskosblandning med asymmetrisk fåll och volanger.,Flowing midi skirt in soft viscose blend with asymmetrical hem and flounces.
80254650080,lindex.com/p/8025465-80/,https://i8.amplience.net/i/Lindex/8025465_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/8025465_80_PS_MF/?h=300,Byxor med en normalhög midja och ett utsvängt ben.,Trousers with a regular waist and a flared leg.
30036220080,lindex.com/p/3003622-80/,https://i8.amplience.net/i/Lindex/3003622_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3003622_80_PS_MF/?h=300,Glittrig långärmad midiklänning med v-ringning och krage.,Glittery long-sleeved midi dress with a v-neck and collar.
30021949615,lindex.com/p/3002194-9615/,https://i8.amplience.net/i/Lindex/3002194_9615_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3002194_9615_PS_MF/?h=300,Mysig stickad tröja i ull med rund halsringning och vida ärmar.,Cosy knitted jumper in wool with a round neckline and wide sleeves.
30013310374,lindex.com/p/3001331-374/,https://i8.amplience.net/i/Lindex/3001331_374_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3001331_374_PS_MF/?h=300,"Bekväm jacka i ullblandning med V-ringning, krage och dubbelknappstängning.","Comfy wool blend jacket with a V-neck, collar and double button closure."
83588879615,lindex.com/p/8358887-9615/,https://i8.amplience.net/i/Lindex/8358887_9615_PS_F/?h=300,,Set med tre flätade hårsnoddar i olika färger.,A set of three braided hair elastics in different colours.
30045910766,lindex.com/p/3004591-766/,https://i8.amplience.net/i/Lindex/3004591_766_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004591_766_PS_MF/?h=300,"Blus i mjuk denim med 3/4-långa ärmar, V-ringning och knytband framtill.","Blouse in soft denim with 3/4 length sleeves, V-neck and tie bands at the front."
30036489618,lindex.com/p/3003648-9618/,https://i8.amplience.net/i/Lindex/3003648_9618_PS_F/?h=300,,Ribbstickad halsduk i mjuk mohairblandning med långa fransar.,Rib-knitted scarf in soft mohair blend with long fringes.
30041120141,lindex.com/p/3004112-141/,https://i8.amplience.net/i/Lindex/3004112_141_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3004112_141_PS_MF/?h=300,"Stilsäker blus i mjuk bomullsdenim med puffärmar, rund halsringning och knappar framtill.","Stylish blouse in soft cotton denim with puff sleeves, round neckline and buttons down the front."
30060157862,lindex.com/p/3006015-7862/,https://i8.amplience.net/i/Lindex/3006015_7862_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006015_7862_PS_MF/?h=300,Randig t-shirt i mjuk bomull med rak passform.,Striped t-shirt in soft cotton with straight fit.
30080500300,lindex.com/p/3008050-300/,https://i8.amplience.net/i/Lindex/3008050_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3008050_300_PS_MF/?h=300,"Vävd blus i krispig bomull med struktur, långa ballongärmar och knytband framtill.","Woven blouse in crisp cotton with texture, long balloon sleeves and tie bands at front."
72028970080,lindex.com/p/7202897-80/,https://i8.amplience.net/i/Lindex/7202897_80_PS_F/?h=300,,"Klassiskt bälte med en ren design, tillverkat i äkta läder. Det kan avge färg, var försiktig vid kontakt med ljusa tyger och möbler.","Classic belt with a clean design, made in genuine leather. It may give off colour, be careful in contact with light coloured fabrics and furniture."
30052966902,lindex.com/p/3005296-6902/,https://i8.amplience.net/i/Lindex/3005296_6902_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3005296_6902_PS_MF/?h=300,Stickad cardigan med knappstängning och avslappnad passform.,Knitted cardigan with button closure and relaxed fit.
30000960300,lindex.com/p/3000096-300/,https://i8.amplience.net/i/Lindex/3000096_300_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3000096_300_PS_MF/?h=300,Mjuk långärmad topp med en rund halsringning.,Soft long sleeve top with a round neckline.
30035300300,lindex.com/p/3003530-300/,https://i8.amplience.net/i/Lindex/3003530_300_PS_F/?h=300,,Stilrena örhängen med färgade blad.,Sleek earrings with coloured petals.
30066211230,lindex.com/p/3006621-1230/,https://i8.amplience.net/i/Lindex/3006621_1230_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006621_1230_PS_MF/?h=300,Mönsterstickad maxiklänning med korta ärmar och knäppning framtill.,Pattern knitted maxi dress with short sleeves and buttoning down front.
30071700080,lindex.com/p/3007170-80/,https://i8.amplience.net/i/Lindex/3007170_80_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007170_80_PS_MF/?h=300,Stilsäkra byxor i bäckebölja med normalhög midja och raka ben.,Stylish trousers in seersucker with regular waist and straight legs.
30068011753,lindex.com/p/3006801-1753/,https://i8.amplience.net/i/Lindex/3006801_1753_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006801_1753_PS_MF/?h=300,T-shirt med avslappnad passform och rund halsringning.,T-shirt with a relaxed fit and round neckline.
30061210334,lindex.com/p/3006121-334/,https://i8.amplience.net/i/Lindex/3006121_334_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3006121_334_PS_MF/?h=300,Stråhatt med mjukt brätte som ger skugga åt ansiktet när du kopplar av i solen.,Straw hat with a soft brim that will shade your face while relaxing in the sun.
30047689645,lindex.com/p/3004768-9645/,https://i8.amplience.net/i/Lindex/3004768_9645_PS_F/?h=300,,"Stor, elastisk scrunchie i vävt material.","Large, elastic scrunchie in woven material."
30070616265,lindex.com/p/3007061-6265/,https://i8.amplience.net/i/Lindex/3007061_6265_PS_F/?h=300,https://i8.amplience.net/i/Lindex/3007061_6265_PS_MF/?h=300,Midiklänning i bäckebölja med puffärmar.,Midi dress in seersucker with puff sleeves.
